sequence_name,sample_date,epi_week,country,adm1,adm2,lineage,lineages_version,uk_lineage,acc_lineage,del_lineage,phylotype,acc_introduction,del_introduction,sequencing_org_code
England/201160910/2020,2020-03-09,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK29,B.1.X_2197,B.1.X_2654,UK29_1,B.1.X_1593,B.1.X_2154,PHEC
England/201141362/2020,2020-03-09,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4846,B.2_489,B.2_542,,B.2_383,B.2_409,PHEC
England/201160011/2020,2020-03-11,11.0,UK,UK-ENG,MERSEYSIDE,B.1,2020-05-19,UK3,B.1_1199,B.1_1217,UK3_1,B.1_2093,B.1_2136,PHEC
England/201160065/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.1.p11,2020-05-19,UK4284,B.1_437,B.1_450,,B.1_1468,B.1_1481,PHEC
England/201160002/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK2364,B.1_912,B.1_930,,B.1_2380,B.1_2423,PHEC
England/201180175/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4847,B.2_488,B.2_541,,B.2_384,B.2_410,PHEC
England/201160064/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.1.p11,2020-05-19,UK4285,B.1_436,B.1_449,,B.1_1469,B.1_1482,PHEC
England/201141521/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK4848,B.2_487,B.2_540,,B.2_385,B.2_411,PHEC
England/201161174/2020,2020-03-09,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK689,B.2_1138,B.2_1189,UK689_1,B.2_754,B.2_780,PHEC
England/201160258/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4849,B.2_486,B.2_539,,B.2_386,B.2_412,PHEC
England/201180067/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.5,2020-05-19,UK901,B.2_879,B.2_930,UK901_1,B.2_1198,B.2_1276,PHEC
England/201180478/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5777,B.2_1005,B.2_1056,,B.2_1041,B.2_1119,PHEC
England/201140386/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.2.6,2020-05-19,UK5654,B.2_126,B.2_182,,B.2_906,B.2_984,PHEC
England/201161458/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4850,B.2_485,B.2_538,,B.2_387,B.2_413,PHEC
England/201161554/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.2,2020-05-19,UK5578,B.2_62,B.2_111,UK5578_1,B.2_812,B.2_838,PHEC
England/201161219/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3911,B.1.X_998,B.1.X_1455,,B.1.X_2792,B.1.X_3353,PHEC
England/201160276/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK1737,B.1_597,B.1_615,UK1737_1,B.1_694,B.1_694,PHEC
England/201180344/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK2365,B.1_911,B.1_929,,B.1_2381,B.1_2424,PHEC
England/201180484/2020,2020-03-10,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3912,B.1.X_997,B.1.X_1454,,B.1.X_2793,B.1.X_3354,PHEC
Scotland/EDB1152/2020,2020-04-07,15.0,UK,UK-SCT,SCOTTISH BORDERS,B.1.5,2020-05-19,UK101,B.1_87,B.1_94,UK101_1,B.1_888,B.1_888,EDIN
Scotland/EDB1172/2020,2020-04-07,15.0,UK,UK-SCT,MIDLOTHIAN,A.5,2020-05-19,UK43,A_45,A_45,UK43_1,A_61,A_61,EDIN
Scotland/EDB1170/2020,2020-04-09,15.0,UK,UK-SCT,EDINBURGH,B,2020-05-19,UK44,B_476,B_130,UK44_1,B_410,B_436,EDIN
Scotland/EDB1158/2020,2020-04-07,15.0,UK,UK-SCT,EAST LOTHIAN,B.1.5,2020-05-19,UK1530,B.1_276,B.1_283,,B.1_448,B.1_448,EDIN
Scotland/EDB1171/2020,2020-04-07,15.0,UK,UK-SCT,MIDLOTHIAN,B.2.1,2020-05-19,UK732,B.2_484,B.2_537,UK732_1,B.2_388,B.2_414,EDIN
Scotland/EDB1173/2020,2020-04-08,15.0,UK,UK-SCT,EDINBURGH,B,2020-05-19,UK363,B_365,B_391,UK363_1,B_529,B_563,EDIN
Scotland/EDB1151/2020,2020-04-07,15.0,UK,UK-SCT,EDINBURGH,B.1.p11,2020-05-19,UK2464,B.1_82,B.1_88,UK2464_1.1,B.1_968,B.1_981,EDIN
Scotland/EDB1182/2020,2020-04-08,15.0,UK,UK-SCT,WEST LOTHIAN,B.1,2020-05-19,UK5136,B.1_1091,B.1_1109,UK5136_1,B.1_2201,B.1_2244,EDIN
Scotland/EDB1161/2020,2020-04-08,15.0,UK,UK-SCT,MIDLOTHIAN,B.1.5,2020-05-19,UK391,B.1_162,B.1_169,UK391_1.1,B.1_564,B.1_564,EDIN
Scotland/EDB1148/2020,2020-04-07,15.0,UK,UK-SCT,SOUTH LANARKSHIRE,B.1,2020-05-19,UK5090,B.1_319,B.1_326,,B.1_1987,B.1_2030,EDIN
Scotland/EDB1169/2020,2020-04-08,15.0,UK,UK-SCT,EDINBURGH,B.1.5,2020-05-19,UK1654,B.1_673,B.1_691,,B.1_333,B.1_333,EDIN
Scotland/EDB1163/2020,2020-04-09,15.0,UK,UK-SCT,MIDLOTHIAN,B.1.1.p12,2020-05-19,UK150,B.1.X_1588,B.1.X_2045,UK150_1.1,B.1.X_2202,B.1.X_2763,EDIN
Scotland/EDB1167/2020,2020-04-08,15.0,UK,UK-SCT,EDINBURGH,B.1.1,2020-05-19,UK1978,B.1.X_2692,B.1.X_3141,,B.1.X_3327,B.1.X_3888,EDIN
Scotland/EDB1180/2020,2020-04-07,15.0,UK,UK-SCT,EDINBURGH,B.1.5,2020-05-19,UK1506,B.1_234,B.1_241,,B.1_490,B.1_490,EDIN
Scotland/EDB1150/2020,2020-04-07,15.0,UK,UK-SCT,SCOTTISH BORDERS,B.1.1.1,2020-05-19,UK5,B.1.X_2477,B.1.X_410,UK5_1.1.1.2,B.1.X_613,B.1.X_924,EDIN
Scotland/EDB1165/2020,2020-04-09,15.0,UK,UK-SCT,EDINBURGH,B.1.1.p12,2020-05-19,UK150,B.1.X_1588,B.1.X_2045,UK150_1.1,B.1.X_2202,B.1.X_2763,EDIN
Scotland/EDB1164/2020,2020-04-08,15.0,UK,UK-SCT,EDINBURGH,B.1.5,2020-05-19,UK296,B.1_211,B.1_218,UK296_1,B.1_515,B.1_515,EDIN
Scotland/EDB1179/2020,2020-04-08,15.0,UK,UK-SCT,EAST LOTHIAN,B.2.1,2020-05-19,UK4851,B.2_483,B.2_536,,B.2_389,B.2_415,EDIN
Scotland/EDB1168/2020,2020-04-08,15.0,UK,UK-SCT,EAST LOTHIAN,B.1.5,2020-05-19,UK1823,B.1_672,B.1_690,,B.1_334,B.1_334,EDIN
England/20119094404/2020,2020-03-15,12.0,UK,UK-ENG,,B.1.13,2020-05-19,UK1691,B.1_41,B.1_42,,B.1_206,B.1_206,PHEC
England/20120008004/2020,2020-03-14,11.0,UK,UK-ENG,,B.2,2020-05-19,UK520,B.2_90,B.2_139,UK520_1,B.2_105,B.2_131,PHEC
England/20119075304/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4852,B.2_482,B.2_535,,B.2_390,B.2_416,PHEC
England/20120013404/2020,2020-03-15,12.0,UK,UK-ENG,BUCKINGHAMSHIRE,B.2.5,2020-05-19,UK5458,B.2_861,B.2_912,,B.2_1216,B.2_1294,PHEC
England/20119093504/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B,2020-05-19,UK1391,B_364,B_390,,B_530,B_564,PHEC
England/20120000204/2020,2020-03-15,12.0,UK,UK-ENG,CHESHIRE,B.1,2020-05-19,UK3,B.1_1199,B.1_1217,UK3_1,B.1_2093,B.1_2136,PHEC
England/20120012104/2020,2020-03-14,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4853,B.2_481,B.2_534,,B.2_391,B.2_417,PHEC
England/20119087104/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK274,B_18,B_25,UK274_1.6,B_238,B_239,PHEC
England/20119059204/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.5,2020-05-19,UK1585,B.1_129,B.1_136,,B.1_597,B.1_597,PHEC
England/20119083904/2020,2020-03-15,12.0,UK,UK-ENG,,B.2.1,2020-05-19,UK854,B.2_480,B.2_533,UK854_1,B.2_392,B.2_418,PHEC
England/20119070004/2020,2020-03-15,12.0,UK,UK-ENG,BUCKINGHAMSHIRE,B.2.1,2020-05-19,UK4854,B.2_479,B.2_532,,B.2_393,B.2_419,PHEC
England/20119068004/2020,2020-03-14,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20119089104/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4855,B.2_478,B.2_531,,B.2_394,B.2_420,PHEC
England/20120038204/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK94,B.2_792,B.2_48,UK94_1.1,B.2_15,B.2_26,PHEC
England/20119080704/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK291,B.2_674,B.2_727,UK291_1,B.2_198,B.2_224,PHEC
England/20119088904/2020,2020-03-14,11.0,UK,UK-ENG,ESSEX,B.2.1,2020-05-19,UK4856,B.2_477,B.2_530,,B.2_395,B.2_421,PHEC
England/20120036104/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2.5,2020-05-19,UK5459,B.2_860,B.2_911,,B.2_1217,B.2_1295,PHEC
England/20120054804/2020,2020-03-16,12.0,UK,UK-ENG,,B.1.p11,2020-05-19,UK4295,B.1_435,B.1_448,,B.1_1470,B.1_1483,PHEC
England/20119073404/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK64,B.1_350,B.1_359,UK64_1,B.1_1863,B.1_1904,PHEC
England/20119094104/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK589,B.2_476,B.2_529,UK589_1,B.2_396,B.2_422,PHEC
England/20119067904/2020,2020-03-14,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20120011704/2020,2020-03-14,11.0,UK,UK-ENG,,B,2020-05-19,UK694,B_380,B_406,UK694_1,B_514,B_548,PHEC
England/20119085504/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK274,B_18,B_25,UK274_1.6,B_238,B_239,PHEC
England/20119076104/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK274,B_18,B_25,UK274_1.6,B_238,B_239,PHEC
England/20119040106/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4857,B.2_475,B.2_528,,B.2_397,B.2_423,PHEC
England/20119092204/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3913,B.1.X_996,B.1.X_1453,,B.1.X_2794,B.1.X_3355,PHEC
England/20119090704/2020,2020-03-11,11.0,UK,UK-ENG,WEST MIDLANDS,B.2.2,2020-05-19,UK5607,B.2_33,B.2_82,,B.2_841,B.2_867,PHEC
England/20120001304/2020,2020-03-16,12.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK30,B.1.X_2179,B.1.X_2636,UK30_1,B.1.X_1611,B.1.X_2172,PHEC
England/20119079904/2020,2020-03-14,11.0,UK,UK-ENG,,B.2,2020-05-19,UK5778,B.2_1004,B.2_1055,UK5778_1,B.2_1042,B.2_1120,PHEC
England/20119069204/2020,2020-03-13,11.0,UK,UK-ENG,,B.3,2020-05-19,UK1283,B_156,B_182,,B_276,B_277,PHEC
England/20119040406/2020,2020-03-13,11.0,UK,UK-ENG,,B.1.p11,2020-05-19,UK2015,B.1_434,B.1_447,,B.1_1471,B.1_1484,PHEC
England/20120019704/2020,2020-03-16,12.0,UK,UK-ENG,,B.3,2020-05-19,UK62,B_180,B_206,UK62_1.7,B_252,B_253,PHEC
England/20120012004/2020,2020-03-14,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4858,B.2_474,B.2_527,,B.2_398,B.2_424,PHEC
England/20119085604/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2.6,2020-05-19,UK5649,B.2_7,B.2_54,UK5649_1,B.2_893,B.2_967,PHEC
England/20119089004/2020,2020-03-14,11.0,UK,UK-ENG,ESSEX,B.2.1,2020-05-19,UK4859,B.2_473,B.2_526,,B.2_399,B.2_425,PHEC
England/20120013604/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2.2,2020-05-19,UK5587,B.2_53,B.2_102,UK5587_1,B.2_821,B.2_847,PHEC
England/20119086704/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK4579,B.1.Y.X_141,B.1.Y.X_150,,B.1.Y.X_345,B.1.Y.X_355,PHEC
England/20120009504/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4860,B.2_472,B.2_525,,B.2_400,B.2_426,PHEC
England/20119090204/2020,2020-03-13,11.0,UK,UK-ENG,ESSEX,B.3,2020-05-19,UK270,B_5,B_6,UK270_1.1,B_171,B_172,PHEC
England/20120004504/2020,2020-03-14,11.0,UK,UK-ENG,SURREY,B.2.1,2020-05-19,UK406,B.2_607,B.2_660,UK406_1,B.2_265,B.2_291,PHEC
England/20120036604/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK190,B.1_354,B.1_364,UK190_1,B.1_1842,B.1_1875,PHEC
England/20120036704/2020,2020-03-16,12.0,UK,UK-ENG,,B.1.1,2020-05-19,UK3914,B.1.X_995,B.1.X_1452,,B.1.X_2795,B.1.X_3356,PHEC
England/20120039604/2020,2020-03-16,12.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4861,B.2_471,B.2_524,,B.2_401,B.2_427,PHEC
England/20119090504/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4862,B.2_470,B.2_523,,B.2_402,B.2_428,PHEC
England/20120000104/2020,2020-03-15,12.0,UK,UK-ENG,GREATER MANCHESTER,B,2020-05-19,UK413,B_429,B_455,UK413_1,B_465,B_499,PHEC
England/20120053804/2020,2020-03-16,12.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4863,B.2_469,B.2_522,,B.2_403,B.2_429,PHEC
England/20118158906/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK274,B_18,B_25,UK274_1,B_239,B_240,PHEC
England/20119085304/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.1.5,2020-05-19,UK665,B.1_671,B.1_689,,B.1_335,B.1_335,PHEC
England/20120002304/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.13,2020-05-19,UK1692,B.1_40,B.1_41,UK1692_1,B.1_207,B.1_207,PHEC
England/20120054704/2020,2020-03-15,12.0,UK,UK-ENG,,B.1.1,2020-05-19,UK5272,B.1.X_282,B.1.X_730,,B.1.X_888,B.1.X_1398,PHEC
England/20120053704/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK291,B.2_674,B.2_727,UK291_1,B.2_198,B.2_224,PHEC
England/20119078604/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4864,B.2_468,B.2_521,,B.2_404,B.2_430,PHEC
England/20119058604/2020,2020-03-14,11.0,UK,UK-ENG,CHESHIRE,B.1,2020-05-19,UK3,B.1_1199,B.1_1217,UK3_1,B.1_2093,B.1_2136,PHEC
England/20119063804/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK2786,B.1.X_59,B.1.X_498,,B.1.X_399,B.1.X_399,PHEC
England/20119075504/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4865,B.2_467,B.2_520,,B.2_405,B.2_431,PHEC
England/20120053304/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK5273,B.1.X_281,B.1.X_729,,B.1.X_889,B.1.X_1399,PHEC
England/20119083604/2020,2020-03-14,11.0,UK,UK-ENG,,B.1.5,2020-05-19,UK1824,B.1_562,B.1_580,,B.1_928,B.1_928,PHEC
England/20120019204/2020,2020-03-15,12.0,UK,UK-ENG,,B.1.13,2020-05-19,UK9,B.1_4,B.1_4,UK9_1,B.1_154,B.1_154,PHEC
England/20120008704/2020,2020-03-15,12.0,UK,UK-ENG,,B.3,2020-05-19,UK62,B_180,B_206,UK62_1.7,B_252,B_253,PHEC
England/20119072704/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5779,B.2_1003,B.2_1054,,B.2_1043,B.2_1121,PHEC
England/20120038004/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK38,B.2_106,B.2_157,UK38_1,B.2_48,B.2_71,PHEC
England/20119086104/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK2366,B.1_910,B.1_928,,B.1_2382,B.1_2425,PHEC
England/20119066104/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.4,2020-05-19,UK77,B.2_133,B.2_2,UK77_1.1.1,B.2_881,B.2_908,PHEC
England/20119087304/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3915,B.1.X_994,B.1.X_1451,,B.1.X_2796,B.1.X_3357,PHEC
England/20118158206/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK83,B.1.X_41,B.1.X_480,UK83_1.1,B.1.X_431,B.1.X_431,PHEC
England/20119077204/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.5,2020-05-19,UK119,B.2_114,B.2_170,UK119_1,B.2_1168,B.2_1246,PHEC
England/20120002404/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.13,2020-05-19,UK1692,B.1_40,B.1_41,UK1692_1,B.1_207,B.1_207,PHEC
England/20120037404/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK855,B.2_466,B.2_519,UK855_1,B.2_406,B.2_432,PHEC
England/20119073604/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK291,B.2_674,B.2_727,UK291_1.1,B.2_198,B.2_224,PHEC
England/20119092004/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK46,B.2_101,B.2_152,UK46_1,B.2_75,B.2_98,PHEC
England/20119093904/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.3,2020-05-19,UK1284,B_155,B_181,,B_277,B_278,PHEC
England/20120007504/2020,2020-03-15,12.0,UK,UK-ENG,,B.1,2020-05-19,UK19,B.1.Y.X_61,B.1.Y.X_70,UK19_1,B.1.Y.X_147,B.1.Y.X_147,PHEC
England/20119077504/2020,2020-03-14,11.0,UK,UK-ENG,,B.2.5,2020-05-19,UK119,B.2_114,B.2_170,UK119_1,B.2_1169,B.2_1247,PHEC
England/20119071804/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5780,B.2_1002,B.2_1053,UK5780_1,B.2_1044,B.2_1122,PHEC
England/20120005904/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.2,2020-05-19,UK5549,B.2_2,B.2_45,UK5549_1,B.2_771,B.2_797,PHEC
England/20120001404/2020,2020-03-16,12.0,UK,UK-ENG,ESSEX,B.1.1,2020-05-19,UK30,B.1.X_2179,B.1.X_2636,UK30_1,B.1.X_1611,B.1.X_2172,PHEC
England/20120003004/2020,2020-03-15,12.0,UK,UK-ENG,GREATER LONDON,B.2,2020-05-19,UK5781,B.2_1001,B.2_1052,,B.2_1045,B.2_1123,PHEC
England/20120007904/2020,2020-03-14,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK520,B.2_90,B.2_139,UK520_1,B.2_106,B.2_132,PHEC
England/20119090804/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4866,B.2_465,B.2_518,,B.2_407,B.2_433,PHEC
England/20120007604/2020,2020-03-15,12.0,UK,UK-ENG,,B.1,2020-05-19,UK19,B.1.Y.X_61,B.1.Y.X_70,UK19_1,B.1.Y.X_148,B.1.Y.X_148,PHEC
England/CAMB-7A8BE/2020,2020-04-08,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK3875,B.1.X_2045,B.1.X_2502,UK3875_1,B.1.X_1745,B.1.X_2306,CAMB
England/CAMB-7ABE2/2020,2020-04-06,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1.9,2020-05-19,UK89,B.1.X_2476,B.1.X_749,UK89_1.3,B.1.X_731,B.1.X_1235,CAMB
England/CAMB-7ABA6/2020,2020-04-07,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK5322,B.1.X_165,B.1.X_605,UK5322_1.1,B.1.X_1217,B.1.X_1755,CAMB
England/CAMB-7ABC4/2020,2020-04-07,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK214,B.1.X_2348,B.1.X_649,UK214_1,B.1.X_1119,B.1.X_1657,CAMB
England/CAMB-7AB97/2020,2020-04-07,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1,2020-05-19,UK1910,B.1_1319,B.1_1332,,B.1_823,B.1_823,CAMB
England/CAMB-7ACD0/2020,2020-04-08,15.0,UK,UK-ENG,BUCKINGHAMSHIRE,B.1.1,2020-05-19,UK284,B.1.X_1688,B.1.X_2145,UK284_1,B.1.X_2102,B.1.X_2663,CAMB
England/CAMB-7AB79/2020,2020-04-07,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK57,B.1.X_2113,B.1.X_2570,UK57_1,B.1.X_1677,B.1.X_2238,CAMB
England/CAMB-7AB3D/2020,2020-04-08,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.2,2020-05-19,UK5672,B.2_1111,B.2_1162,UK5672_1.2,B.2_935,B.2_1013,CAMB
England/CAMB-7AB88/2020,2020-04-08,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK112,B.1.X_133,B.1.X_573,UK112_1.1,B.1.X_1317,B.1.X_1855,CAMB
England/CAMB-7AD0A/2020,2020-04-08,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK565,B.1.X_294,B.1.X_742,UK565_1,B.1.X_876,B.1.X_1386,CAMB
England/CAMB-7A8FA/2020,2020-04-07,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK220,B.1.X_1561,B.1.X_2018,UK220_1,B.1.X_2229,B.1.X_2790,CAMB
England/CAMB-7ABB5/2020,2020-04-06,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1.1,2020-05-19,UK2593,B.1.X_2577,B.1.X_3026,,B.1.X_134,B.1.X_134,CAMB
England/CAMB-7ACFE/2020,2020-04-08,15.0,UK,UK-ENG,CAMBRIDGESHIRE,B.1,2020-05-19,UK36,B.1_1308,B.1_80,UK36_1.1.8.1,B.1_1733,B.1_1762,CAMB
England/CAMB-7ACC1/2020,2020-04-09,15.0,UK,UK-ENG,HERTFORDSHIRE,B.1.1,2020-05-19,UK718,B.1.X_1447,B.1.X_1904,UK718_1,B.1.X_2343,B.1.X_2904,CAMB
England/20119018404/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.2.1,2020-05-19,UK4867,B.2_464,B.2_517,,B.2_408,B.2_434,PHEC
England/20118132604/2020,2020-03-12,11.0,UK,UK-ENG,,B.2,2020-05-19,UK5782,B.2_1000,B.2_1051,,B.2_1046,B.2_1124,PHEC
England/20119056604/2020,2020-03-14,11.0,UK,UK-ENG,,B.2.6,2020-05-19,UK5650,B.2_130,B.2_3,UK5650_1.1,B.2_902,B.2_978,PHEC
England/20118102304/2020,2020-03-10,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK855,B.2_466,B.2_519,UK855_1,B.2_406,B.2_432,PHEC
England/20118051204/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK3916,B.1.X_993,B.1.X_1450,,B.1.X_2797,B.1.X_3358,PHEC
England/20118012704/2020,2020-03-11,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK1979,B.1.X_415,B.1.X_872,,B.1.X_476,B.1.X_476,PHEC
England/20118058004/2020,2020-03-12,11.0,UK,UK-ENG,BUCKINGHAMSHIRE,B.2.5,2020-05-19,UK119,B.2_114,B.2_170,UK119_1,B.2_1170,B.2_1248,PHEC
England/20119031604/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1.1.7,2020-05-19,UK5196,B.1.X_76,B.1.X_515,,B.1.X_290,B.1.X_290,PHEC
England/20118179304/2020,2020-03-12,11.0,UK,UK-ENG,,B.1.1,2020-05-19,UK371,B.1.X_303,B.1.X_752,UK371_1,B.1.X_716,B.1.X_1218,PHEC
England/20119025604/2020,2020-03-13,11.0,UK,UK-ENG,GREATER LONDON,B.1.13,2020-05-19,UK1693,B.1_39,B.1_40,,B.1_208,B.1_208,PHEC
England/20119056204/2020,2020-03-11,11.0,UK,UK-ENG,GREATER LONDON,B.1.1,2020-05-19,UK604,B.1.X_155,B.1.X_595,UK604_1,B.1.X_1253,B.1.X_1791,PHEC
England/20118041904/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.1.13,2020-05-19,UK1694,B.1_38,B.1_39,,B.1_209,B.1_209,PHEC
England/20119031304/2020,2020-03-14,11.0,UK,UK-ENG,GREATER LONDON,B.1,2020-05-19,UK102,B.1_348,B.1_356,UK102_1,B.1_1876,B.1_1918,PHEC
England/20118166904/2020,2020-03-13,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK733,B.2_646,B.2_699,UK733_1.1,B.2_226,B.2_252,PHEC
England/20119042704/2020,2020-03-13,11.0,UK,UK-ENG,,B.1.1.7,2020-05-19,UK18,B.1.X_5,B.1.X_429,UK18_1.6,B.1.X_260,B.1.X_260,PHEC
England/20118006904/2020,2020-03-12,11.0,UK,UK-ENG,GREATER LONDON,B.2.5,2020-05-19,UK5460,B.2_859,B.2_910,,B.2_1218,B.2_1296,PHEC
England/20118132704/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4868,B.2_463,B.2_516,,B.2_409,B.2_435,PHEC
England/20118151404/2020,2020-03-12,11.0,UK,UK-ENG,,B.2.1,2020-05-19,UK4642,B.2_768,B.2_820,,B.2_39,B.2_62,PHEC
